timestamp,o,d
2023-01-05 6:18:29,Mary Hayes,1532
2023-01-05 6:21:40,Lois Cruz,3424
2023-01-05 6:33:55,James Leo,4029
2023-01-05 6:38:43,Helen Ortiz,2790
2023-01-05 6:39:14,Diane Land,2311
2023-01-05 7:48:36,Alejandro Vesco,3277
2023-01-05 7:55:40,Paul Harris,4057
2023-01-05 8:06:15,Eloise Carroll,4632
2023-01-05 8:07:30,Lucia Whittaker,485
2023-01-05 8:17:25,Bryan Riddell,1757
2023-01-05 8:25:45,Erich Marshall,3388
2023-01-05 8:34:30,Ginger Ohagan,1099
2023-01-05 8:47:29,Barbara Deleon,1639
2023-01-05 8:57:23,Donald Kettle,787
2023-01-05 9:11:13,Karen Pierson,4636
2023-01-05 9:15:06,Matthew Verne,2520
2023-01-05 9:33:53,Roscoe Simmons,2639
2023-01-05 9:41:49,Roger Hunter,1997
2023-01-05 9:48:37,Joyce Macon,1442
2023-01-05 9:48:44,Ryan Brzozowski,4038
2023-01-05 10:42:05,Teresia King,3525
2023-01-05 10:43:48,David Contreras,1405
2023-01-05 10:46:28,John Martinez,3129
2023-01-05 11:00:01,Michelle Huggins,2623
2023-01-05 11:34:25,Elizabeth Cruz,2849
2023-01-05 11:48:44,Wanda Moore,3340
2023-01-05 12:02:37,Louise Clymer,227
2023-01-05 12:17:01,Natalie Dubose,3608
2023-01-05 12:29:46,Michael Larmon,4225
2023-01-05 12:29:55,Joseph Buckner,1308
2023-01-05 12:42:40,Diane Mccormack,2904
2023-01-05 12:55:14,Tessa Brown,4058
2023-01-05 12:59:36,Jason Finch,2166
2023-01-05 13:01:23,George Ouellette,3729
2023-01-05 13:05:15,Alvin Peterson,3889
2023-01-05 13:14:17,Daren Dunn,2052
2023-01-05 13:20:12,Steven Kornbluth,2570
2023-01-05 13:27:15,Dianna Abruzzino,1968
2023-01-05 13:37:18,Albert Dates,3634
2023-01-05 13:41:23,Stanley Henderson,1895
2023-01-05 13:43:47,Jeremy Brailey,2861
2023-01-05 13:50:44,Bert Runyon,1531
2023-01-05 14:15:25,Franklin Mendez,268
2023-01-05 14:27:19,Helen Farrer,4852
2023-01-05 14:30:26,Tony Estes,3368
2023-01-05 14:37:09,Walter Riley,4065
2023-01-05 14:53:20,Stefanie Smith,701
2023-01-05 14:55:25,Heather Mccollough,220
2023-01-05 15:01:26,Ruth Carroll,914
2023-01-05 15:20:07,Amanda Mccarty,1202
2023-01-05 15:22:25,Bobby Lozano,2897
2023-01-05 15:29:50,Margaret Jones,4166
2023-01-05 15:32:33,Robert Bettencourt,1224
2023-01-05 15:37:14,Maria Merchant,2291
2023-01-05 15:42:00,Yvette Vanakin,4689
2023-01-05 16:03:31,Theresa Mincy,526
2023-01-05 16:22:07,Mattie Thoren,2489
2023-01-05 16:25:56,Heath Knox,3033
2023-01-05 16:33:23,Sandy Wrenn,3332
2023-01-05 16:38:41,Robert Ladner,3911
2023-01-05 17:17:53,Elizabeth Nath,310
2023-01-05 17:32:56,Kelly Coleman,2318
2023-01-05 17:37:43,Donna Williams,3901
2023-01-05 17:40:35,Jennifer Chastain,4487
2023-01-05 17:44:28,Richard Kelley,837
2023-01-05 18:07:19,Christopher Wood,1717
2023-01-05 18:17:50,Franklin Mendez,1607
2023-01-05 18:38:45,Tonya Campbell,3373
2023-01-05 19:16:05,Kevin Votaw,4499
2023-01-05 19:19:48,Max Harding,4954
2023-01-05 19:23:56,Maria Merchant,628
2023-01-05 19:39:50,Michael Christian,4961
2023-01-05 19:42:06,Lee Kendrick,2028
2023-01-05 19:55:37,Richard Aparicio,4275
2023-01-05 19:59:12,George Valdez,267
2023-01-05 20:08:49,Norbert Lenard,3388
2023-01-05 20:16:26,Deborah Moberly,3950
2023-01-05 20:20:50,Harry Thompson,1717
2023-01-05 20:21:13,Elma Fryberger,3179
2023-01-05 20:27:26,Beverley Gentry,1327
2023-01-05 20:28:03,Mitchell Miranda,2990
2023-01-05 20:46:39,Shirley Hanks,4099
2023-01-05 20:55:39,Joseph Willis,1788
2023-01-05 21:07:47,Pamela Marshall,1241
2023-01-05 21:14:06,Sandra Krick,3273
2023-01-05 21:17:13,Richard Lopez,2479
2023-01-05 21:17:22,Stephen Frazier,2337
2023-01-05 21:33:46,Thomas Kieser,4070
2023-01-05 21:36:43,Allen Heywood,3282
2023-01-05 21:41:37,Juan Gove,349
2023-01-05 21:50:01,Thomas Brown,3743
2023-01-05 21:58:04,Mildred Makin,3465
2023-01-05 22:10:54,Audrey Shields,2192
2023-01-05 22:34:59,Edward Denault,1976
2023-01-05 22:53:23,John Egleston,1553
2023-01-05 23:05:42,Raymond Molina,2631
2023-01-05 23:28:13,Josephine Pitts,2573
2023-01-05 23:46:10,Junior Pederson,3579
2023-01-05 23:54:52,Michael Maio,3708
2023-01-06 0:02:44,Edward Jones,4327
2023-01-06 0:04:03,Leah Smith,4348
2023-01-06 0:10:16,Mable Richardson,686
2023-01-06 0:35:29,Henry Johnson,2105
2023-01-06 1:26:58,Justin Tant,3565
2023-01-06 1:37:22,Sandra Krick,3017
2023-01-06 1:58:06,Susan Carter,4243
2023-01-06 2:05:19,William Sims,892
2023-01-06 2:17:46,Joanne Preston,124
2023-01-06 2:18:11,Jesse Jimenez,400
2023-01-06 2:18:45,Sherry Aldrich,3085
2023-01-06 2:51:27,Frank Flynn,450
2023-01-06 2:52:35,Christy Valentine,2073
2023-01-06 2:53:26,Paul Harold,1122
2023-01-06 2:57:55,Joann Mills,1802
2023-01-06 3:18:10,Ignacio Smith,2477
2023-01-06 3:22:50,Brenda Saunders,4960
2023-01-06 3:24:16,Jack Cisneros,4136
2023-01-06 3:32:22,Henry Rodriguez,2695
2023-01-06 3:44:11,Myrna Perez,4003
2023-01-06 3:46:25,Tammy Arsenault,547
2023-01-06 3:54:38,Deangelo Bruce,175
2023-01-06 4:14:38,Jacob Clark,2432
2023-01-06 4:26:58,Scott Olson,2543
2023-01-06 5:14:52,Camellia Brackman,839
2023-01-06 5:16:05,Patricia Bailey,846
2023-01-06 5:22:06,Nora Lindsay,4888
2023-01-06 5:43:08,Wilford Price,1919
2023-01-06 5:52:34,Crystal Luper,3204
2023-01-06 6:07:23,Harry Wilson,3777
2023-01-06 6:23:17,Raymond Caro,3598
2023-01-06 6:28:11,Timothy Woods,82
2023-01-06 6:50:52,Micheal Green,3625
2023-01-06 6:58:27,Linda Kuhn,4372
2023-01-06 7:03:29,Diana Canter,3906
2023-01-06 7:25:32,Matthew Coggins,2539
2023-01-06 7:34:22,Aubrey Pope,618
2023-01-06 7:38:45,Charles Gutierrez,2290
2023-01-06 7:39:49,Brandon Miller,3636
2023-01-06 7:44:23,Barbara Lenz,3698
2023-01-06 8:12:36,Jane Williams,4403
2023-01-06 8:19:45,Eddie Castellano,411
2023-01-06 8:25:34,James Weinzierl,1906
2023-01-06 8:40:07,Arnold Gerena,4483
2023-01-06 8:48:38,Terry Wilkes,643
2023-01-06 8:55:35,Peggy Gillespie,1921
2023-01-06 9:00:10,Julie Gomez,3744
2023-01-06 9:05:12,Andrea Mcdonald,625
2023-01-06 9:17:27,Robert Fantasia,3343
2023-01-06 9:34:22,Laura Corona,4554
2023-01-06 9:41:50,Cynthia Nguyen,253
2023-01-06 10:06:52,Christopher Harris,3048
2023-01-06 10:11:19,Geraldine Rhodes,2435
2023-01-06 10:17:30,Dean Lawton,4528
2023-01-06 10:21:33,Paul Walter,380
2023-01-06 10:33:45,Betty Bohorquez,4917
2023-01-06 10:38:22,Estelle Pipkin,1807
2023-01-06 11:13:37,Cynthia Joy,4243
2023-01-06 11:16:53,April Poling,4986
2023-01-06 11:34:09,Carla Tillman,832
2023-01-06 11:41:12,William Mills,4795
2023-01-06 11:45:08,Estella Cotton,2039
2023-01-06 11:50:26,Jason Mueller,364
2023-01-06 12:03:40,Tanesha Sampson,1937
2023-01-06 12:23:18,John Porter,2378
2023-01-06 12:24:31,William Mclean,313
2023-01-06 12:32:26,James Purtle,370
2023-01-06 12:32:37,Tammy Gonzalez,764
2023-01-06 12:58:07,Patrick Dill,3267
2023-01-06 13:11:37,Tania Le,4330
2023-01-06 13:15:43,Patty Nelson,1049
2023-01-06 13:35:59,James Ellis,1841
2023-01-06 13:39:12,Rosa Falck,233
2023-01-06 13:48:08,Normand Diclaudio,2533
2023-01-06 13:48:57,Brad Meyerson,813
2023-01-06 13:57:03,Allison Faux,1801
2023-01-06 13:58:18,Patrick Dill,4721
2023-01-06 14:15:35,Derick Boland,976
2023-01-06 14:22:21,Troy Vonstein,2333
2023-01-06 14:24:18,Audrey Shields,266
2023-01-06 14:29:00,Amelia Solomon,4202
2023-01-06 14:29:37,Tommy Garcia,547
2023-01-06 14:42:53,Barbara Herrera,2406
2023-01-06 14:53:04,Evelyn Huneycutt,205
2023-01-06 14:58:43,Donald Woods,3513
2023-01-06 15:00:13,John Said,1811
2023-01-06 15:11:37,Scott Titcomb,2674
2023-01-06 15:13:51,Imelda Cha,4492
2023-01-06 15:20:22,Mabel Goodman,4636
2023-01-06 15:22:59,Roscoe Phan,4282
2023-01-06 15:26:41,Christopher Chung,4375
2023-01-06 15:31:13,Ramon Steinle,825
2023-01-06 15:35:35,Anita Golden,1111
2023-01-06 15:40:08,Nancy Green,4312
2023-01-06 16:16:47,Gabrielle Hamilton,4343
2023-01-06 16:20:34,Gary Hall,1539
2023-01-06 16:24:34,Chris Chavez,4501
2023-01-06 16:33:16,Harold Boren,3057
2023-01-06 16:36:21,Jack Dejesus,660
2023-01-06 16:50:07,Sandy Kozlowski,3433
2023-01-06 16:57:29,Larry Arguello,1134
2023-01-06 17:01:25,Nora Speaks,2624
2023-01-06 17:10:01,Jackie Jackman,3836
2023-01-06 17:12:09,Guadalupe Wetzel,1169
2023-01-06 17:17:35,Jonathan Simpson,4765
2023-01-06 17:23:12,Natasha Schutte,310
2023-01-06 17:27:58,Francisco Ellis,937
2023-01-06 17:31:12,Ella Thompson,4384
2023-01-06 17:41:14,Mark Sliwa,388
2023-01-06 18:03:15,Roy Berg,3143
2023-01-06 18:15:58,Mable Richardson,3112
2023-01-06 18:25:13,Helen Mcintire,716
2023-01-06 18:32:09,Marvin Ramey,3395
2023-01-06 18:33:31,Elvis Herrera,1800
2023-01-06 18:40:22,Christy Cooper,1366
2023-01-06 18:47:08,Ronald Dombeck,3319
2023-01-06 18:49:03,Helen Jackson,2302
2023-01-06 18:52:19,Eddie Gray,1962
2023-01-06 18:55:49,Doris Black,3114
2023-01-06 18:55:53,Agustin Mckenzie,2316
2023-01-06 18:57:00,Donald Bober,1837
2023-01-06 18:57:04,Earlene Bradly,1599
2023-01-06 18:57:50,Lori Domina,3562
2023-01-06 19:00:44,Roslyn Yohn,2716
2023-01-06 19:25:40,Christy Valentine,2264
2023-01-06 19:27:47,William Ryan,920
2023-01-06 19:41:18,Julio Tetreault,829
2023-01-06 19:43:24,Kristie Soto,944
2023-01-06 19:45:11,Jerome Battaglia,3192
2023-01-06 19:47:23,Jose Jones,4714
2023-01-06 19:54:57,Jeanne Cody,2408
2023-01-06 20:04:02,Scott Velasquez,95
2023-01-06 20:04:15,Marian Mckinney,379
2023-01-06 20:31:04,Rodolfo Chou,2865
2023-01-06 20:37:53,Elaine Baumler,3863
2023-01-06 20:49:47,Manuel Munoz,1684
2023-01-06 20:53:20,Adam Davis,1687
2023-01-06 21:01:46,Shirley Woods,3135
2023-01-06 21:04:53,Alva Butler,4331
2023-01-06 21:12:19,Kerri Hill,854
2023-01-06 21:21:38,Thea Lucas,2322
2023-01-06 21:44:13,Joseph Fridman,4898
2023-01-06 22:02:09,Elsie Coffey,661
2023-01-06 22:21:51,Dorthy Tatsch,3377
2023-01-06 22:40:22,Steve Scott,207
2023-01-06 22:40:38,Lucille Gardner,512
2023-01-06 22:59:09,April Beach,2353
2023-01-06 23:15:13,Kimberly Walther,4605
2023-01-06 23:17:20,Brenda Sexton,3951
2023-01-06 23:30:28,Wayne Ousley,2805
2023-01-07 0:01:24,Constance Ioele,1029
2023-01-07 0:01:48,Greg Chatman,4637
2023-01-07 0:11:10,Eric Wynn,4421
2023-01-07 0:30:25,Bettina Kmiecik,4513
2023-01-07 0:36:54,Larry Klett,1584
2023-01-07 0:38:36,William Stoeckel,1081
2023-01-07 0:42:20,Tiffany Strickland,1591
2023-01-07 1:28:55,Andrew Rumberger,4563
2023-01-07 1:38:22,Felicia Hanson,1983
2023-01-07 1:56:52,Beth Leopold,818
2023-01-07 1:59:51,Barbara Merlette,3891
2023-01-07 2:02:26,Stella Hunter,3065
2023-01-07 2:12:26,Joseph Tofflemire,101
2023-01-07 2:19:52,John Vickery,4693
2023-01-07 2:36:56,Juanita Flores,1236
2023-01-07 2:57:10,Jesse Perry,2312
2023-01-07 2:58:13,Caroline Poole,1959
2023-01-07 2:58:22,Terrence Rodriguez,3479
2023-01-07 3:17:00,Andrew Mason,4681
2023-01-07 3:18:16,Joyce Debolt,2965
2023-01-07 3:26:01,Kristen Dini,1482
2023-01-07 3:28:40,Joseph Chiarelli,1901
2023-01-07 3:42:15,Doris Johanson,2530
2023-01-07 3:43:44,Sindy Stotler,2037
2023-01-07 3:47:45,Michael Hall,4625
2023-01-07 3:48:52,Katherine Armstead,2498
2023-01-07 3:54:31,Patricia Halter,5000
2023-01-07 4:02:52,Michael Pettway,2401
2023-01-07 4:29:04,Thomas Jones,2552
2023-01-07 4:56:08,Irene Linkous,4620
2023-01-07 4:56:51,Muriel Hubbard,339
2023-01-07 4:58:37,Nicole Saldivar,1905
2023-01-07 5:07:03,Herbert Gaudio,764
2023-01-07 5:20:26,Beverly Etkin,1383
2023-01-07 5:22:33,Terry West,2053
2023-01-07 5:26:02,Joan Franco,1421
2023-01-07 5:37:27,Michael Hyde,4475
2023-01-07 6:28:31,Amy Raines,55
2023-01-07 6:32:51,Marina Heritage,3123
2023-01-07 6:49:37,Andrew Lang,2338
2023-01-07 6:51:08,Anthony Banda,3296
2023-01-07 6:51:24,Shirley Whisenhunt,3041
2023-01-07 7:25:04,Aura Lairy,3115
2023-01-07 7:33:50,William Simonson,4756
2023-01-07 7:36:06,Jamey Papitto,1217
2023-01-07 7:45:10,Lisa Murray,3420
2023-01-07 7:51:27,Valerie Lawrence,2709
2023-01-07 7:52:01,Janice Mounts,477
2023-01-07 7:53:57,David Delano,1783
2023-01-07 8:11:12,Minerva Byard,733
2023-01-07 8:29:37,Amy Foley,133
2023-01-07 8:42:04,Gina Maedche,4524
2023-01-07 8:47:45,David Rippy,3892
2023-01-07 8:52:54,Gerald Osler,258
2023-01-07 8:53:20,Gail Wright,1508
2023-01-07 8:59:09,Tracy Cade,2726
2023-01-07 9:14:06,Beverly Trujillo,669
2023-01-07 9:36:34,Carly Johnson,534
2023-01-07 9:48:08,Curtis Cox,669
2023-01-07 9:57:10,Carol Bergstrom,4490
2023-01-07 10:01:58,Lonnie Hoyt,3102
2023-01-07 10:12:12,Ruth Stevens,220
2023-01-07 10:18:03,Robert Stark,3341
2023-01-07 10:44:16,Chad Garcia,4838
2023-01-07 10:46:03,Whitney Alegre,3780
2023-01-07 11:30:48,Jose Bowdry,1849
2023-01-07 11:38:20,Robert Ladner,4049
2023-01-07 11:48:36,Jane Streeter,1872
2023-01-07 11:48:38,Laura Boyd,3693
2023-01-07 11:52:04,Ryan Barton,1206
2023-01-07 12:00:03,James Johnson,602
2023-01-07 12:03:05,Zachary Pinto,1191
2023-01-07 12:07:17,Leslie Felts,1545
2023-01-07 12:11:06,Linda Richardson,4898
2023-01-07 12:26:11,Brenda Sneed,283
2023-01-07 12:28:00,Connie Luffy,3031
2023-01-07 12:33:22,Brenda Whitehead,319
2023-01-07 12:36:58,Larry Howells,1366
2023-01-07 12:57:40,Brandi Broussard,1607
2023-01-07 13:01:23,Christina Vecker,3086
2023-01-07 13:14:05,Floyd Colon,4700
2023-01-07 13:15:18,Shirley Lagarde,3997
2023-01-07 13:30:36,Linda Zuchelkowski,4312
2023-01-07 13:46:08,Kelvin Goodwill,2355
2023-01-07 13:57:34,Amy Fryar,126
2023-01-07 14:07:24,Joyce Singleton,515
2023-01-07 14:23:41,Rolando Rose,2118
2023-01-07 14:27:36,Kathleen Garrison,119
2023-01-07 14:37:39,Alexis King,2063
2023-01-07 14:41:02,Richard Boatwright,2567
2023-01-07 14:41:04,Paul Garkow,1681
2023-01-07 14:46:54,Brandi Sullivan,4935
2023-01-07 15:19:25,Nina Ramirez,4149
2023-01-07 15:33:49,Richard Robinson,2089
2023-01-07 15:50:15,Gary Wright,3116
2023-01-07 15:55:20,Thomas Simpson,4845
2023-01-07 16:10:54,Rolando Rose,491
2023-01-07 16:19:59,Joseph Schlater,4382
2023-01-07 16:34:28,Joan Choe,1467
2023-01-07 16:39:30,Edna Chumley,4584
2023-01-07 16:46:44,Robert Pennell,2083
2023-01-07 16:53:52,Matthew Terry,1299
2023-01-07 16:55:11,Cynthia Fagnani,4679
2023-01-07 16:56:09,Dennis Barnett,4479
2023-01-07 16:57:56,Robert Johnson,1538
2023-01-07 17:11:02,Richard Sterling,3696
2023-01-07 17:13:01,Allison Riffe,114
2023-01-07 17:13:44,Jeffrey Carpio,1127
2023-01-07 17:39:11,Rebecca Foreman,2818
2023-01-07 17:39:56,Inez Taylor,939
2023-01-07 17:42:27,James Nunmaker,2902
2023-01-07 17:45:00,Sheila Hill,3312
2023-01-07 17:56:56,Marjorie Brown,3432
2023-01-07 17:57:24,Rachel Pierce,4959
2023-01-07 17:59:09,Marvin Chavez,1072
2023-01-07 18:32:59,William Low,3096
2023-01-07 18:56:09,Alvaro Jacques,3646
2023-01-07 18:57:31,Stephanie Ashcraft,3517
2023-01-07 19:13:46,James Nash,4150
2023-01-07 19:15:11,Marshall Nardella,3526
2023-01-07 19:15:26,Eddie Gray,2237
2023-01-07 19:33:01,Victoria Phillip,3612
2023-01-07 19:49:46,Larry Martinez,4463
2023-01-07 20:06:00,Kathleen Homan,3737
2023-01-07 20:08:09,Rosa Throckmorton,668
2023-01-07 20:28:09,Donald Moore,1707
2023-01-07 20:38:16,Kirk Hilliard,1410
2023-01-07 20:39:12,Paul Holden,374
2023-01-07 20:46:43,Clifton Harrell,436
2023-01-07 20:55:12,Larry Dietrich,4193
2023-01-07 21:04:40,Helen Farrer,1765
2023-01-07 21:06:55,Lloyd Phillip,3978
2023-01-07 21:14:44,Eric Scott,4267
2023-01-07 21:34:36,Clare Girard,2895
2023-01-07 21:37:48,Joe Ramsey,278
2023-01-07 21:47:10,Shaun Beals,3192
2023-01-07 21:50:41,Cory Blackmore,4997
2023-01-07 22:05:58,Miranda Lopez,1765
2023-01-07 22:08:21,Stacey Mccollough,2920
2023-01-07 22:09:12,Barbara Morris,2492
2023-01-07 22:15:01,William Mccoy,4444
2023-01-07 22:16:16,Michael Rodriguez,2753
2023-01-07 22:28:26,John Sexton,4478
2023-01-07 22:29:55,Tammy Fuller,2982
2023-01-07 22:36:13,Ryan Barton,4196
2023-01-07 22:37:15,Thomas Ray,3875
2023-01-07 22:39:00,Rodney James,870
2023-01-07 22:59:27,Roscoe Phan,295
2023-01-07 23:01:29,Charles Crosno,634
2023-01-07 23:21:27,Barbara Stephens,2199
2023-01-07 23:25:57,Rose Goodman,1339
2023-01-07 23:28:32,Clara Baker,4866
2023-01-07 23:38:32,Guadalupe Wetzel,3017
2023-01-07 23:39:08,Luis Pearson,1948
2023-01-07 23:54:27,Vanessa Warren,4643
2023-01-08 0:09:25,Jermaine Mohamed,1545
2023-01-08 0:46:12,Donna Cook,4101
2023-01-08 0:47:54,Clyde Martin,1664
2023-01-08 1:06:04,Curtis Devito,1154
2023-01-08 1:26:02,Virginia Burnett,1596
2023-01-08 1:38:36,Erma Goulden,673
2023-01-08 1:43:50,Mary Abernathy,4631
2023-01-08 1:53:42,Bryan Brooks,2676
2023-01-08 1:58:45,Raymond Truxillo,100
2023-01-08 2:08:26,Debra Weese,4880
2023-01-08 2:24:48,James Taylor,1937
2023-01-08 2:28:19,Michael Hyde,892
2023-01-08 2:45:06,Donald Lazarine,4276
2023-01-08 2:49:13,Brynn Wiseman,273
2023-01-08 2:53:23,Edward Decicco,1948
2023-01-08 3:03:40,Tamara Eisenman,388
2023-01-08 3:04:02,Gerry Stout,1892
2023-01-08 3:10:28,Leslie Tranter,1327
2023-01-08 4:11:58,Allen Begley,4936
2023-01-08 4:29:32,Sandra Riley,2061
2023-01-08 4:59:00,Ina Brennan,2475
2023-01-08 5:16:30,Dennis Cook,1028
2023-01-08 5:17:58,Tonya Arnold,3901
2023-01-08 5:24:30,Jose Reddick,2826
2023-01-08 5:26:01,Tracy Corn,898
2023-01-08 5:26:01,Mark Bushaw,344
2023-01-08 5:30:31,Charles Immediato,2309
2023-01-08 5:38:41,Kara Curtis,703
2023-01-08 6:12:42,William Filipiak,1026
2023-01-08 6:24:28,Frank Zimmerman,2001
2023-01-08 6:41:46,Jesse Lankford,2276
2023-01-08 6:43:29,Mary Foss,165
2023-01-08 6:54:12,Marquita Eckman,955
2023-01-08 6:54:43,Michael Siebold,823
2023-01-08 7:26:13,Daniel Doe,1197
2023-01-08 7:30:58,Jack White,1489
2023-01-08 7:33:51,Kyle Melendez,4671
2023-01-08 7:35:03,Leia Chastain,2582
2023-01-08 7:47:14,Lorraine Johnson,715
2023-01-08 7:48:36,Christopher Veal,4065
2023-01-08 7:51:37,Antonio Holland,1200
2023-01-08 7:59:46,Paul Harris,1721
2023-01-08 8:06:17,Kirk Hodges,441
2023-01-08 8:27:35,Dianna Murillo,3224
2023-01-08 8:55:19,Don Williams,1513
2023-01-08 9:14:20,Jason Curtis,2879
2023-01-08 9:37:36,Andrea Dodd,3449
2023-01-08 9:38:16,Shannon Barrett,2699
2023-01-08 9:58:37,Walter Lewis,4151
2023-01-08 10:34:53,Eric Scott,718
2023-01-08 11:01:22,Samantha Smith,2864
2023-01-08 11:24:47,Eric Parsons,2457
2023-01-08 11:27:05,Audra Gagne,561
2023-01-08 11:36:10,Lowell Downey,4470
2023-01-08 11:44:13,Fay Mueller,4277
2023-01-08 12:05:35,Edward Lopez,2482
2023-01-08 12:06:19,Elaine Baumler,1518
2023-01-08 12:08:58,Roslyn Yohn,1851
2023-01-08 12:22:47,Charles Schmidt,3788
2023-01-08 12:35:36,Andrea Bodkin,3139
2023-01-08 12:45:04,Larry Edwards,1572
2023-01-08 12:46:28,Margaret Hill,1749
2023-01-08 12:58:19,Kaycee Turnbull,993
2023-01-08 13:04:16,Joseph Schlater,4277
2023-01-08 13:06:22,Esther Matthews,986
2023-01-08 13:10:08,Frank Johnston,2752
2023-01-08 13:13:40,Juan Haas,3644
2023-01-08 13:52:54,Mario Phillies,4795
2023-01-08 13:58:35,Roosevelt Bartlebaugh,4765
2023-01-08 14:06:46,Cinthia Norton,297
2023-01-08 14:08:38,Bryan Lozano,3938
2023-01-08 14:26:10,Charles Vanpelt,2098
2023-01-08 14:33:39,Michael Brown,684
2023-01-08 14:40:15,Christy Valentine,112
2023-01-08 14:54:31,Jacqueline Diaz,1419
2023-01-08 15:09:06,Kenneth Craig,55
2023-01-08 15:41:30,Cindy Distefano,917
2023-01-08 15:46:08,Adan Navor,3499
2023-01-08 15:53:54,Mary Simonson,3128
2023-01-08 16:05:59,Michael Rishel,1960
2023-01-08 16:23:03,Mitchell Miranda,652
2023-01-08 16:28:30,Thomas Koslow,4564
2023-01-08 16:39:04,Diana Smith,4875
2023-01-08 16:44:16,Leonard Gomez,2783
2023-01-08 17:05:15,Sherry Ayers,4490
2023-01-08 17:07:09,Wanda Brushwood,3914
2023-01-08 17:11:53,Joyce Acosta,3613
2023-01-08 17:13:38,Shawn Gutierrez,1790
2023-01-08 17:19:16,Debra Chall,1538
2023-01-08 17:38:24,Zachary Murillo,4309
2023-01-08 17:57:28,Margaret Darling,4103
2023-01-08 18:04:10,Ronda Hayzlett,1455
2023-01-08 18:09:09,Stephen Duncan,4421
2023-01-08 18:23:42,Georgia Ryan,4622
2023-01-08 18:39:19,Lawrence Woods,52
2023-01-08 18:50:29,Eddie Mintz,4080
2023-01-08 18:51:30,Robert Powell,4035
2023-01-08 18:59:20,Cassandra Edmonds,4879
2023-01-08 19:03:10,Cynthia Weiss,776
2023-01-08 19:21:10,Ines Sojka,2292
2023-01-08 19:21:29,Samantha Valot,2674
2023-01-08 19:30:50,Margie Ward,4414
2023-01-08 19:35:42,Jason Wegener,3593
2023-01-08 19:41:47,Ronald Shaddix,1826
2023-01-08 19:51:00,Steven Codner,2898
2023-01-08 19:55:17,Edward Jones,4150
2023-01-08 20:31:55,Leroy Chan,2136
2023-01-08 20:38:32,Irwin Griffin,2596
2023-01-08 20:39:13,Donnie Vargas,4282
2023-01-08 20:45:12,Latonya Williams,4563
2023-01-08 20:50:36,Jane Powers,1998
2023-01-08 20:52:11,Ronnie Hurless,1722
2023-01-08 21:00:37,Michael Jimenez,3273
2023-01-08 21:18:18,Larry Klett,3324
2023-01-08 21:25:26,Kathleen Gangler,367
2023-01-08 21:33:44,Stanley Keller,944
2023-01-08 21:38:26,Patricia Brantley,4484
2023-01-08 21:40:59,Lee Close,3969
2023-01-08 21:44:34,Ellen Halfmann,1320
2023-01-08 21:47:08,Tania Le,3990
2023-01-08 21:54:41,John Santos,3137
2023-01-08 22:27:46,Matthew Mckeane,1220
2023-01-08 22:35:02,Juan Stevens,956
2023-01-08 22:36:25,Pearl Carpenter,2309
2023-01-08 22:40:25,Linda Birkline,1472
2023-01-08 22:40:48,Nelson Cruz,3912
2023-01-08 22:56:33,Christopher Schull,3630
2023-01-08 23:00:51,Dawn Moe,1655
2023-01-08 23:05:23,Carolyn Barnett,892
2023-01-08 23:12:56,Brenda Potter,2801
2023-01-08 23:19:34,Thomas Rasor,3928
2023-01-08 23:23:29,Marquerite Jones,2816
2023-01-08 23:31:29,Gladys Reitz,1490
2023-01-08 23:34:14,Jeffrey Winkelpleck,4638
2023-01-08 23:38:39,Freddie Sietsma,1058
2023-01-09 0:01:13,Donna Williams,2081
2023-01-09 0:01:40,Kenneth Nelson,3091
2023-01-09 0:20:20,Matthew Terry,946
2023-01-09 0:25:42,Rose Hilton,2444
2023-01-09 0:34:41,Adrian Martin,4545
2023-01-09 0:38:27,Brenda Hackwell,4201
2023-01-09 0:50:00,Barbara Jordan,961
2023-01-09 0:50:19,Thomas Mcleod,4050
2023-01-09 0:55:28,Irene Haynie,310
2023-01-09 1:06:41,William Randazzo,1519
2023-01-09 1:20:52,Blanca Howard,3834
2023-01-09 1:44:24,Isabelle Smith,4250
2023-01-09 1:50:07,Kyle Nguyen,1960
2023-01-09 2:12:13,Tonja Gladden,180
2023-01-09 2:13:51,Leona Moseley,669
2023-01-09 2:14:16,Elizabeth Ortega,4386
2023-01-09 2:15:58,Ralph Turner,4
2023-01-09 2:16:56,Sally Decesare,3592
2023-01-09 2:17:01,Virginia James,4959
2023-01-09 2:25:01,Joseph Evans,799
2023-01-09 2:27:42,Paul Walter,4026
2023-01-09 2:29:00,Oralee Diaz,4501
2023-01-09 2:37:24,Mary Orosco,2486
2023-01-09 3:11:18,Leon Fleisher,1510
2023-01-09 3:16:13,Bryan Riddell,3216
2023-01-09 4:20:08,Marie Roberson,4935
2023-01-09 4:21:08,Jose Tucker,1130
2023-01-09 5:22:26,Jonathan Young,3202
2023-01-09 5:28:56,Michael Quasdorf,2054
2023-01-09 5:28:58,Lamar Caruso,581
2023-01-09 5:35:47,Richard Combs,3065
2023-01-09 5:43:43,Jeanne Jasper,3043
2023-01-09 5:52:55,Vernon Snyder,4719
2023-01-09 5:57:36,Theodore Milligan,3597
2023-01-09 6:26:57,Luke Murphy,86
2023-01-09 6:46:15,Aileen Sierra,4731
2023-01-09 6:59:38,Terrance Sandoval,2501
2023-01-09 7:14:16,Tracie Howard,2068
